,Bowler,Matches,Runs,4,6,Wickets,Overs,balls
1947,LV van Beek,7,148,14,4,6,15.0,90.0
1948,MC Sorensen,34,881,93,23,48,147.1,883.0
1949,Asghar Stanikzai,4,50,7,0,2,10.2,62.0
1950,Abu Hider,4,98,13,3,3,10.0,60.0
1951,Saqlain Sajib,1,38,4,2,0,1.1,7.0
1952,V Krishnamurthy,5,44,3,0,3,18.0,108.0
1953,Farhan Ahmed,5,139,14,2,4,20.2,122.0
1954,Muktar Ali,1,17,2,0,0,0.2,2.0
1955,CRD Fernando,95,3795,430,47,139,842.5,5057.0
1956,Tanveer Ahmed,13,423,45,9,14,65.0,390.0
1957,Fahad Tariq,2,26,2,1,0,2.1,13.0
1958,Mohammad Nazril,2,63,8,0,1,4.4,28.0
1959,Ahmad Nasir,1,17,3,0,0,0.4,4.0
1960,Abdul Rashid,1,47,2,2,3,1.5,11.0
1961,K Suresh,2,87,9,5,2,5.1,31.0
1962,R Altaff Hussein,1,51,2,5,0,1.2,8.0
1963,Abhinav Raman,2,102,11,3,3,5.4,34.0
1964,SKG Krishnan,1,19,1,0,1,0.4,4.0
1965,A Hutchinson,2,35,3,0,3,10.1,61.0
1966,T Kirk,1,11,1,1,0,0.2,2.0
1967,KZ Rehmtullah,11,233,23,2,11,60.2,362.0
1968,K Nassoro,11,329,28,8,14,68.4,412.0
1969,Jitin Singh,6,95,4,3,8,24.1,145.0
1970,A Cassim,2,68,4,2,3,11.4,70.0
1971,A Dagar,8,218,13,2,13,64.2,386.0
1972,CN Onwuzulike,7,202,18,4,8,47.0,282.0
1973,OA Olympio,6,87,10,0,9,22.4,136.0
1974,S Adedeji,2,39,4,0,1,3.4,22.0
1975,AP Adegbola,3,92,4,3,2,18.2,110.0
1976,A Mpeka,3,67,5,0,2,14.1,85.0
1977,R McBey,5,77,7,2,5,18.4,112.0
1978,RK Kiseto,9,240,15,9,7,52.2,314.0
1979,CC Blake,1,30,5,0,0,1.1,7.0
1980,J Dunn,1,16,2,0,0,0.2,2.0
1981,OJ Bejide,4,61,8,0,1,10.3,63.0
1982,AA Onikoyi,2,31,2,1,0,4.5,29.0
1983,J Butler,1,9,0,0,0,0.5,5.0
1984,GH Smit,1,14,2,1,0,0.2,2.0
1985,RP Singh,145,5078,639,91,193,898.3,5391.0
1986,S Ladda,9,221,12,17,5,21.5,131.0
1987,P Sahu,5,144,11,5,3,14.3,87.0
1988,SB Jakati,57,1422,97,60,50,180.1,1081.0
1989,R Sathish,14,227,18,10,6,21.3,129.0
1990,S Kaushik,10,291,25,14,6,32.3,195.0
1991,Sachin Baby,2,8,1,0,3,1.4,10.0
1992,MVT Fernando,1,16,3,0,1,0.2,2.0
1993,AK Perera,3,39,5,1,0,4.1,25.0
1994,Rameez Shahzad,1,14,1,0,0,0.4,4.0
1995,MS Gony,46,1323,140,55,41,166.0,996.0
1996,Mohammed Qasim,3,51,4,0,3,5.4,34.0
1997,TP Ura,1,12,2,0,0,0.1,1.0
1998,JRMVB Sanjaya,5,151,12,6,6,14.4,88.0
1999,EMDY Munaweera,2,41,3,4,0,1.5,11.0
2000,Azeez Salako,2,22,2,0,1,2.4,16.0
2001,SJ Ally,5,79,4,0,3,30.0,180.0
2002,AM Kimote,7,148,10,5,8,30.5,185.0
2003,HA Chohan,4,71,6,2,3,19.4,118.0
2004,KN Mussa,5,130,10,3,9,31.5,191.0
2005,L Lamin,5,144,14,1,2,32.1,193.0
2006,I Kamara,5,131,5,4,11,38.3,231.0
2007,Mohamed Khan,5,166,11,5,9,38.2,230.0
2008,G Ngegba,5,158,6,8,7,35.5,215.0
2009,A Gbla,5,193,13,2,12,39.2,236.0
2010,SK Awiah,2,33,0,4,2,3.0,18.0
2011,JO Adotei,1,9,2,0,0,0.1,1.0
2012,T Nyirongo,5,74,5,2,2,17.0,102.0
2013,Gladson Kandela,4,76,7,1,3,17.5,107.0
2014,J Zimba,4,84,4,1,5,19.5,119.0
2015,Javid Patel,5,164,7,5,8,32.0,192.0
2016,G Kandela,4,124,7,1,9,32.0,192.0
2017,Tejas Baroka,1,33,2,2,0,1.0,6.0
2018,I Komba,1,7,0,0,1,0.2,2.0
2019,A Mene-Ejegi,4,73,7,3,4,13.5,83.0
2020,J Mulder,13,362,24,13,21,57.0,342.0
2021,KK Nair,2,11,1,0,0,1.1,7.0
2022,Subashis Roy,4,378,47,3,7,81.4,490.0
2023,MK Anafie,3,73,6,2,1,11.0,66.0
2024,B Williams,2,20,3,0,1,2.0,12.0
2025,Muhammad Hashim,1,14,1,0,1,1.0,6.0
2026,K Omala,2,14,0,1,0,1.2,8.0
2027,M Mvula,1,14,1,0,1,1.3,9.0
2028,Z Abbasi,1,6,1,0,0,0.4,4.0
2029,Sultan Ahmed,2,38,5,1,1,2.4,16.0
2030,AA Premji,1,30,3,0,0,1.1,7.0
2031,RM Duffield,6,186,20,7,5,19.2,116.0
2032,A Flintoff,65,2726,294,30,112,775.5,4655.0
2033,NP Winter,3,56,6,2,5,7.0,42.0
2034,AR Beadle,2,61,2,3,1,4.4,28.0
2035,SJC Keen,2,37,3,1,1,3.2,20.0
2036,KP Pietersen,70,1162,87,24,26,245.4,1474.0
2037,WD Sheridan,10,235,20,13,12,27.3,165.0
2038,M Muralitharan,193,7676,536,144,315,1889.2,11336.0
2039,BS Dean,1,19,2,0,1,0.3,3.0
2040,NJ Reardon,2,28,0,3,0,1.2,8.0
2041,JW Wells,1,5,0,0,0,0.1,1.0
2042,MG Gale,4,100,10,3,1,10.0,60.0
2043,CT Tremlett,23,1619,197,11,52,462.2,2774.0
2044,CJM Sabburg,1,5,0,0,0,0.1,1.0
2045,AD Mascarenhas,53,1477,113,53,53,252.2,1514.0
2046,TA Copeland,4,242,29,1,6,108.3,651.0
2047,DJ Pattinson,9,271,30,4,8,51.5,311.0
2048,SB Styris,95,2256,158,53,68,426.4,2560.0
2049,TP Doropoulos,1,11,0,1,0,0.2,2.0
2050,CL White,32,758,45,20,21,158.5,953.0
2051,BE Young,4,103,8,3,5,11.3,69.0
2052,AR Keath,1,27,2,3,0,0.1,1.0
2053,SS Agarwal,1,42,3,3,1,0.4,4.0
2054,F du Plessis,18,268,17,5,2,47.2,284.0
2055,L Balaji,79,2103,204,74,96,281.1,1687.0
2056,SM Benade,4,66,9,1,4,12.4,76.0
2057,S Loubser,24,574,45,5,20,119.1,715.0
2058,SK Dolawatte,10,116,7,1,7,24.2,146.0
2059,CR Seneviratna,20,377,37,5,29,90.0,540.0
2060,HMD Rasangika,3,46,5,0,2,5.5,35.0
2061,SA Campbelle,22,376,25,3,18,83.0,498.0
2062,SEA Ruck,14,380,53,3,19,87.5,527.0
2063,NJ Browne,17,316,42,1,14,61.4,370.0
2064,FL Mackay,15,373,32,5,15,58.0,348.0
2065,HL Colvin,30,740,58,3,45,173.4,1042.0
2066,LC Sthalekar,16,386,37,3,14,95.2,572.0
2067,S Sharma,8,177,29,0,12,49.4,298.0
2068,A Das,12,270,22,2,16,52.5,317.0
2069,A Brindle,35,701,59,5,38,160.5,965.0
2070,R Malhotra,10,140,15,0,7,24.0,144.0
2071,RK Parwin,3,64,5,0,4,12.2,74.0
2072,LR Doolan,10,267,27,2,13,50.0,300.0
2073,GP Swann,171,11238,941,185,424,3280.1,19681.0
2074,S Shillingford,16,2404,211,46,72,756.3,4539.0
2075,G Onions,13,1115,158,3,37,281.2,1688.0
2076,LL Tsotsobe,87,3189,371,51,133,723.0,4338.0
2077,Aizaz Cheema,26,1313,160,8,54,323.2,1940.0
2078,CK Kapugedera,14,276,17,6,2,49.1,295.0
2079,SR Tendulkar,58,1034,88,13,18,206.0,1236.0
2080,Nazmul Hossain,21,717,95,4,24,151.4,910.0
2081,V Sehwag,103,2592,162,49,64,671.1,4027.0
2082,A Martin,10,313,20,4,14,72.3,435.0
2083,LMP Simmons,20,391,38,3,9,66.4,400.0
2084,A Mithun,25,1084,130,27,20,199.0,1194.0
2085,R Sharma,50,1309,80,54,53,189.4,1138.0
2086,Farhad Reza,36,1015,118,18,21,164.4,988.0
2087,Alok Kapali,17,454,27,7,14,80.3,483.0
2088,Elias Sunny,12,765,61,19,24,185.3,1113.0
2089,Mohammad Ashraful,46,898,65,24,27,177.0,1062.0
2090,Robiul Islam,13,1056,120,5,29,322.0,1932.0
2091,K Santokie,14,358,31,15,22,47.5,287.0
2092,GE Mathurin,3,63,1,5,5,7.0,42.0
2093,MEK Hussey,32,416,34,1,8,119.3,717.0
2094,N Deonarine,29,938,55,19,23,229.4,1378.0
2095,A Sharma,11,221,28,0,8,44.0,264.0
2096,G Sultana,18,525,49,8,15,107.1,643.0
2097,HA Varaiya,34,903,65,28,37,165.0,990.0
2098,DI Allan,6,74,7,2,4,7.0,42.0
2099,DT Johnston,61,1657,167,28,72,352.4,2116.0
2100,AR White,17,260,9,3,12,55.3,333.0
2101,RG Aga,22,367,34,6,22,69.5,419.0
2102,NG Jones,6,91,5,0,5,27.3,165.0
2103,Zakiullah Zaki,1,21,3,0,0,1.0,6.0
2104,H Osinde,23,620,76,13,31,138.1,829.0
2105,Zahid Hussain,5,140,10,1,6,26.2,158.0
2106,HS Baidwan,29,1003,101,19,45,176.2,1058.0
2107,MA Parker,3,79,12,0,4,12.0,72.0
2108,PL Mommsen,4,74,6,3,2,9.3,57.0
2109,JH Stander,7,173,16,8,6,22.4,136.0
2110,Zamir Khan,1,24,1,0,1,1.0,6.0
2111,Nawroz Mangal,11,130,6,7,6,17.4,106.0
2112,TGJ Gruijters,6,93,10,3,3,13.3,81.0
2113,GD Drummond,15,413,36,11,9,71.3,429.0
2114,MM Iqbal,5,161,12,4,4,23.5,143.0
2115,MS Aulakh,3,71,9,1,3,7.5,47.0
2116,M Kartik,64,1718,122,51,50,272.0,1632.0
2117,Harmeet Singh,27,665,66,20,30,89.0,534.0
2118,PC Valthaty,10,199,15,7,7,24.4,148.0
2119,SK Trivedi,75,1840,154,51,73,256.1,1537.0
2120,A Singh,23,603,67,17,31,77.4,466.0
2121,KK Cooper,25,725,59,23,36,96.4,580.0
2122,BJ Hodge,27,395,27,16,20,56.0,336.0
2123,AA Chavan,13,318,28,16,8,40.0,240.0
2124,TP Sudhindra,3,132,9,9,1,9.0,54.0
2125,JD Ryder,46,956,100,22,29,184.1,1105.0
2126,Anand Rajan,8,188,17,8,10,25.2,152.0
2127,RR Bhatkal,1,35,2,3,0,0.2,2.0
2128,P Awana,35,1071,114,39,43,131.4,790.0
2129,AL Menaria,12,140,15,4,3,18.0,108.0
2130,VY Mahesh,17,478,47,20,22,58.1,349.0
2131,BA Bhatt,15,389,35,13,13,47.1,283.0
2132,AB Agarkar,81,2639,295,54,90,469.3,2817.0
2133,V Pratap Singh,9,289,31,10,12,31.5,191.0
2134,Pankaj Singh,20,786,102,20,13,131.1,787.0
2135,KP Appanna,13,278,20,11,11,35.2,212.0
2136,Y Nagar,8,117,11,6,4,11.1,67.0
2137,SC Ganguly,42,802,68,18,21,146.2,878.0
2138,A Chandila,12,242,17,10,11,35.4,214.0
2139,R Shukla,7,198,21,9,7,19.1,115.0
2140,LR Shukla,27,429,39,16,17,53.3,321.0
2141,AM Nayar,20,326,23,13,9,42.2,254.0
2142,AUK Pathan,3,57,5,2,0,6.0,36.0
2143,AA Jhunjhunwala,10,126,10,5,1,12.1,73.0
2144,P Parameswaran,8,219,23,10,9,23.1,139.0
2145,J Syed Mohammad,11,279,18,12,10,30.1,181.0
2146,RR Powar,51,1526,102,41,48,301.2,1808.0
2147,K Upadhyay,3,79,9,3,0,6.0,36.0
2148,Y Venugopal Rao,20,329,30,13,7,36.1,217.0
2149,AG Murtaza,12,304,22,14,12,43.1,259.0
2150,Sunny Gupta,1,45,4,3,0,0.4,4.0
2151,JDP Oram,126,3636,362,59,132,865.4,5194.0
2152,RM Hira,13,327,21,16,10,42.0,252.0
2153,RJ Nicol,32,494,29,24,16,80.3,483.0
2154,AM Ellis,17,514,48,15,16,89.2,536.0
2155,TS Nethula,5,237,14,9,5,41.2,248.0
2156,DR Flynn,4,26,2,1,0,4.1,25.0
2157,AB Fudadin,1,11,1,0,0,0.5,5.0
2158,CS Martin,52,4559,629,30,137,1335.0,8010.0
2159,DG Brownlie,4,51,5,0,1,10.2,62.0
2160,KS Lokuarachchi,8,272,22,4,10,54.0,324.0
2161,S Weerakoon,1,45,0,0,1,1.5,11.0
2162,TT Samaraweera,6,43,1,2,2,10.1,61.0
2163,MS Panesar,53,4148,386,78,120,1344.3,8067.0
2164,G Gambhir,2,15,2,0,0,1.4,10.0
2165,SC Meaker,4,162,22,2,5,25.1,151.0
2166,BP Martin,5,639,82,4,12,221.4,1330.0
2167,IG Butler,29,932,94,27,42,146.3,879.0
2168,SC Kerrigan,1,52,8,0,0,1.3,9.0
2169,MA Carberry,1,12,2,0,0,0.1,1.0
2170,MS Dhoni,7,77,7,0,1,18.2,110.0
2171,JL Ontong,4,82,6,6,2,5.2,32.0
2172,GC Smith,33,715,43,15,18,139.2,836.0
2173,AN Petersen,7,65,3,0,1,17.1,103.0
2174,Tanvir Ahmed (1),7,483,71,3,20,118.2,710.0
2175,RJ Quiney,2,28,2,0,0,16.0,96.0
2176,HM Amla,3,26,2,0,0,5.2,32.0
2177,RT Ponting,7,45,4,0,0,9.1,55.0
2178,BK Das,6,137,18,2,4,31.3,189.0
2179,S Regmi,8,205,11,10,12,51.0,306.0
2180,Shoaib Razzak,4,46,1,1,1,16.3,99.0
2181,B Mwita,7,151,16,3,4,33.0,198.0
2182,ZR Jaboneke,3,39,6,0,1,5.5,35.0
2183,HH Abdallah,2,52,2,0,5,11.5,71.0
2184,HS Hansen,2,36,8,0,0,3.1,19.0
2185,MR Pedersen,11,218,12,7,11,44.4,268.0
2186,L Slebsager,4,109,5,2,4,25.3,153.0
2187,AB Chawla,5,116,6,4,5,24.4,148.0
2188,PVSS Raja,1,13,1,0,3,0.5,5.0
2189,B Narender Reddy,2,23,0,0,0,4.5,29.0
2190,OM Baker,7,153,19,1,7,32.1,193.0
2191,A Rajp,2,70,3,2,3,4.0,24.0
2192,N Mapunda,1,8,1,0,1,0.2,2.0
2193,AR Patwa,3,79,6,3,1,13.0,78.0
2194,Hammadullah Khan,2,25,4,0,0,2.4,16.0
2195,Nik Arifin,1,15,3,0,0,0.2,2.0
2196,SAN Anjum,1,22,5,0,0,1.2,8.0
2197,RG Corns,2,51,1,1,2,3.5,23.0
2198,K Tari,2,44,7,0,1,8.0,48.0
2199,A Kind-David,2,43,4,1,0,7.1,43.0
2200,O Harvey,2,93,7,3,4,12.3,75.0
2201,B Wakhley,2,55,5,2,2,3.0,18.0
2202,D Dorji,1,22,3,0,1,0.4,4.0
2203,T Hagihara,3,61,7,0,6,18.2,110.0
2204,S Nakano,2,45,5,0,4,12.0,72.0
2205,K Ogawa,1,1,0,0,0,1.1,7.0
2206,NA Miyaji,2,26,4,0,1,5.3,33.0
2207,D Mee,2,42,3,1,4,4.5,29.0
2208,N Miyaji,2,47,3,2,3,12.0,72.0
2209,N Vaasili,2,72,5,3,3,12.0,72.0
2210,F Mulivai,2,58,8,0,3,12.5,77.0
2211,T Alatasi,2,81,13,0,5,10.2,62.0
2212,W Mariner,2,71,7,3,1,9.1,55.0
2213,IC West,2,52,7,0,4,9.1,55.0
2214,BF Mailata,2,35,3,1,1,8.1,49.0
2215,Ali Saleem,1,21,3,0,0,1.4,10.0
2216,Waheed Aamir,1,34,2,2,2,1.3,9.0
2217,Wasim Tahir,1,5,0,0,1,1.0,6.0
2218,M Shahbaz Butt,1,15,2,0,2,1.1,7.0
2219,W Shafiq,1,6,1,0,0,1.2,8.0
2220,F Khaliq,1,17,2,0,5,1.5,11.0
2221,S Muhammad,1,32,3,0,1,1.3,9.0
2222,A Rehman,1,29,5,0,3,2.0,12.0
2223,S Newport,1,17,3,0,1,0.3,3.0
2224,S Mehta,1,25,3,0,0,1.3,9.0
2225,A Iqbal,1,32,4,0,0,1.4,10.0
2226,M Taniyama,2,59,9,1,8,6.2,38.0
2227,PK Ananya,1,8,0,0,0,1.0,6.0
2228,SA Millanta,3,159,19,4,3,19.4,118.0
2229,RH Candy,5,173,21,2,6,29.4,178.0
2230,Lily Rani Biswas,2,13,1,0,0,1.2,8.0
2231,Mariam Hasan,2,20,0,0,4,4.1,25.0
2232,Shukhtara Rahman,1,18,0,0,1,0.4,4.0
2233,Naeem Islam,54,1510,105,23,37,319.5,1919.0
2234,Tamim Iqbal,7,31,2,1,0,5.3,33.0
2235,Y Potgieter,5,64,7,0,1,13.0,78.0
2236,Raza-ur-Rehman,11,212,18,4,3,31.3,189.0
2237,NM Carter,11,291,30,5,11,46.3,279.0
2238,T Mishra,1,8,0,1,1,0.1,1.0
2239,DLS van Bunge,7,140,10,8,2,18.5,113.0
2240,SJ Elliott,1,56,6,0,1,3.5,23.0
2241,CM Edwards,7,97,10,1,3,12.5,77.0
2242,CD Barnwell,4,45,2,2,1,5.3,33.0
2243,RW Price,77,2882,200,64,95,749.5,4499.0
2244,S Ravikumar,1,35,3,0,0,1.3,9.0
2245,Kyshona A Knight,2,30,4,0,0,1.5,11.0
2246,S Sreesanth,114,5296,723,71,172,1090.5,6545.0
2247,Harmeet Singh (2),1,33,3,2,1,0.5,5.0
2248,TL Suman,11,195,8,10,7,23.4,142.0
2249,S Narwal,6,195,17,13,6,17.1,103.0
2250,BJ Rohrer,1,11,2,0,0,0.2,2.0
2251,VS Malik,13,254,30,6,6,32.5,197.0
2252,RV Gomez,9,128,10,7,6,15.2,92.0
2253,AC Gilchrist,1,0,0,0,1,0.1,1.0
2254,Umar Amin,5,79,8,0,3,24.0,144.0
2255,Asad Ali,6,137,19,1,2,26.5,161.0
2256,Sajedul Islam,4,228,37,3,3,57.2,344.0
2257,Enamul Haque jnr,11,804,56,8,23,196.1,1177.0
2258,KO Meth,12,554,61,9,14,101.5,611.0
2259,Javeria Rauf,4,69,8,0,2,8.2,50.0
2260,PS Airee,2,40,4,1,0,3.0,18.0
2261,NC McGarrell,5,155,11,6,5,17.4,106.0
2262,BS Bartley,6,182,12,10,3,13.0,78.0
2263,HJ Mehta,3,107,7,8,5,18.4,112.0
2264,A Ramesh,1,15,2,1,0,0.2,2.0
2265,RJ Robinson,9,197,17,6,10,26.2,158.0
2266,C Sawad,1,24,3,0,1,0.5,5.0
2267,P Baskota,2,29,3,0,1,10.4,64.0
2268,T Gibbons,2,63,5,3,0,10.4,64.0
2269,RK Vishwakarma,5,126,13,0,8,35.3,213.0
2270,Fida Hussain,3,31,4,1,2,3.3,21.0
2271,DSF Arsakulasuriya,7,180,20,5,11,28.1,169.0
2272,RG Okia,1,20,2,0,0,1.3,9.0
2273,A Bonora,3,43,4,0,1,7.4,46.0
2274,PA Petricola,4,90,11,1,5,19.2,116.0
2275,E Schiferli,8,203,22,1,5,30.5,185.0
2276,H Davids,2,10,1,0,1,1.2,8.0
2277,NO Miller,45,1550,93,35,44,310.5,1865.0
2278,V Vithanage,1,13,2,0,0,0.2,2.0
2279,MJ Turik,2,29,5,0,1,4.5,29.0
2280,J Bartholemew,2,21,2,0,1,3.3,21.0
2281,D Shabbir,2,27,4,0,3,4.4,28.0
2282,M Patel,2,37,2,0,4,5.3,33.0
2283,MEMO Scott-Hayward,8,164,15,1,4,29.5,179.0
2284,N Konchan,2,25,3,0,0,3.2,20.0
2285,P Mujaji,1,3,0,0,0,0.5,5.0
2286,HS Saili,2,22,3,0,6,5.2,32.0
2287,DM Braat,4,69,7,0,5,16.4,100.0
2288,Mariska Kornet,3,66,8,0,3,8.2,50.0
2289,S Bruning,3,39,0,0,2,7.3,45.0
2290,L Kenton,1,13,1,0,2,0.4,4.0
2291,A Suda,1,6,1,0,0,0.2,2.0
2292,MT Chinouya,4,233,34,2,4,63.0,378.0
2293,Sohaib Maqsood,5,52,2,2,1,9.3,57.0
2294,Fahad Alhashmi,3,93,7,0,2,13.3,81.0
2295,Shaiman Anwar,1,4,0,0,0,0.4,4.0
2296,KC Sangakkara,3,45,2,0,0,12.1,73.0
2297,LP van der Westhuizen,7,117,5,2,7,19.0,114.0
2298,EHSN Silva,13,284,25,7,15,49.2,296.0
2299,G Goudie,11,238,19,6,15,34.2,206.0
2300,Munir Dar,11,310,25,7,20,47.1,283.0
2301,CR Amini,7,181,11,8,7,20.4,124.0
2302,SO Tikolo,26,764,50,29,27,146.3,879.0
2303,A Sanford,2,23,2,0,1,5.3,33.0
2304,Imran Awan,4,80,8,2,3,10.5,65.0
2305,T Verwey,3,33,2,2,0,3.2,20.0
2306,TM Odoyo,32,800,73,13,43,200.2,1202.0
2307,KRS Hansen,4,83,5,6,2,7.4,46.0
2308,AS Dean,4,66,4,2,3,10.3,63.0
2309,SR Santhanam,1,23,3,1,0,0.1,1.0
2310,K Kamyuka,3,72,7,2,5,8.3,51.0
2311,D Daesrath,1,21,1,0,0,0.3,3.0
2312,R Otim,1,30,2,1,1,0.4,4.0
2313,JNK Shannon,1,0,0,0,1,0.1,1.0
2314,S Groenewald,1,8,0,0,0,0.1,1.0
2315,AM Hicks,1,25,1,1,2,0.5,5.0
2316,Asim Khurshid,1,15,0,1,0,0.2,2.0
2317,EJ Richardson,1,15,3,0,0,0.3,3.0
2318,AJ Redmond,5,92,10,2,4,14.2,86.0
2319,Shathira Jakir,1,21,4,0,0,0.4,4.0
2320,AN Cook,2,7,1,0,1,1.2,8.0
2321,GS Ballance,2,5,1,0,0,1.1,7.0
2322,Marshall Ayub,2,53,3,1,0,8.2,50.0
2323,LRPL Taylor,11,88,6,2,2,21.3,129.0
2324,Najeeb Amar,3,104,9,0,4,20.3,123.0
2325,Sharif Asadullah,1,20,3,0,2,0.4,4.0
2326,HNK Jensen,4,82,8,0,4,9.1,55.0
2327,JM Dibble,1,20,1,2,0,0.3,3.0
2328,Soniya Dabir,4,64,7,0,6,13.1,79.0
2329,SK Naidu,4,61,5,0,2,10.4,64.0
2330,FC Leydon-Davis,2,38,2,0,4,4.5,29.0
2331,Shohely Akhter,1,12,1,0,0,0.2,2.0
2332,Shamsur Rahman,2,18,1,1,0,1.1,7.0
2333,Khurram Chohan,13,471,58,4,20,83.3,501.0
2334,LN Onyango,12,319,34,11,12,44.0,264.0
2335,Najibullah Zadran,1,9,1,0,0,0.3,3.0
2336,KK Peters,1,69,11,1,2,3.2,20.0
2337,SB Odedra,1,49,5,0,1,4.4,28.0
2338,Ronald Ebanks,3,86,8,2,0,8.3,51.0
2339,N Sellars,2,50,5,2,0,4.5,29.0
2340,RN Roach,3,50,6,0,2,8.3,51.0
2341,HG Mohammed,2,39,4,0,6,11.0,66.0
2342,SO Akolade,2,78,11,0,4,11.3,69.0
2343,JO Ogunlola,2,67,9,0,4,9.5,59.0
2344,O Onwuzulike,2,45,3,1,0,8.3,51.0
2345,E Ofem,1,6,0,0,0,1.1,7.0
2346,L Savident,2,51,8,0,1,8.2,50.0
2347,O Bryan,1,23,2,1,0,0.5,5.0
2348,S Khalifa,1,17,1,0,1,2.1,13.0
2349,J Anderson,2,20,2,0,0,3.2,20.0
2350,DM Bravo,1,2,0,0,0,0.1,1.0
2351,LR Johnson,1,9,0,0,0,0.4,4.0
2352,SA Yadav,1,8,1,0,0,0.1,1.0
2353,S Rana,3,18,2,0,0,1.5,11.0
2354,M Shezi,1,7,0,0,1,1.1,7.0
2355,Noor-ul-Amin,1,12,2,0,0,0.4,4.0
2356,Salman Faris,1,22,3,0,1,0.5,5.0
2357,Hashmatullah Shahidi,2,25,3,0,0,1.2,8.0
2358,SM Pollock,76,2107,199,38,98,589.1,3535.0
2359,MA Khote,2,51,4,2,2,3.2,20.0
2360,VRV Singh,20,626,73,17,16,72.0,432.0
2361,A Kumble,59,2711,234,47,87,691.5,4151.0
2362,SB Joshi,4,82,6,5,1,6.4,40.0
2363,P Amarnath,6,236,29,7,7,18.4,112.0
2364,Joginder Sharma,19,536,49,24,17,57.1,343.0
2365,DNT Zoysa,3,96,12,3,2,8.1,49.0
2366,SB Bangar,9,212,24,7,6,22.1,133.0
2367,D Kalyankrishna,3,85,8,4,2,6.4,40.0
2368,ST Jayasuriya,110,2680,127,65,100,504.2,3026.0
2369,SD Chitnis,2,54,4,3,2,4.4,28.0
2370,GD McGrath,48,1465,153,28,79,326.4,1960.0
2371,Mohammad Asif,62,3275,441,25,119,834.1,5005.0
2372,B Akhil,13,235,18,9,7,28.5,173.0
2373,Gagandeep Singh,4,141,14,6,3,10.4,64.0
2374,M Ntini,89,4764,615,63,161,1184.2,7106.0
2375,WPUJC Vaas,82,2944,334,33,118,778.5,4673.0
2376,DP Vijaykumar,9,192,23,5,4,23.1,139.0
2377,DB Ravi Teja,2,28,1,2,1,1.2,8.0
2378,LPC Silva,6,72,1,4,2,12.3,75.0
2379,RR Raje,10,200,23,4,7,22.2,134.0
2380,S Vidyut,1,21,1,2,1,0.3,3.0
2381,Shoaib Akhtar,51,1837,226,26,74,355.2,2132.0
2382,D Salunkhe,5,70,6,3,1,6.0,36.0
2383,PM Sarvesh Kumar,2,41,7,0,1,2.4,16.0
2384,VS Yeligati,2,53,7,2,0,2.0,12.0
2385,B Geeves,5,197,28,3,7,24.1,145.0
2386,A Nel,42,1751,222,19,76,440.4,2644.0
2387,NW Bracken,110,3727,352,58,167,830.5,4985.0
2388,SR Clark,55,2552,279,27,95,718.3,4311.0
2389,T Thushara,55,2483,301,17,97,579.1,3475.0
2390,Aftab Ahmed,16,223,19,3,4,45.0,270.0
2391,Iftikhar Anjum,48,1865,195,27,69,386.4,2320.0
2392,Syed Rasel,47,1683,193,20,55,365.3,2193.0
2393,Mansoor Amjad,2,46,3,1,4,8.2,50.0
2394,Dolar Mahmud,7,240,36,4,8,33.5,203.0
2395,Salman Butt,4,58,3,4,0,4.1,25.0
2396,SM Katich,9,229,25,2,9,50.0,300.0
2397,SJ Harmison,28,1454,194,11,40,335.3,2013.0
2398,RJ Sidebottom,51,2529,293,31,101,701.2,4208.0
2399,OA Shah,12,204,13,2,7,36.1,217.0
2400,Mahbubul Alam,8,456,59,10,12,80.4,484.0
2401,Mehrab Hossain jnr,11,351,31,3,3,68.4,412.0
2402,PL Harris,31,3250,299,51,78,1200.3,7203.0
2403,M Zondeki,6,276,34,7,7,38.5,233.0
2404,ND McKenzie,2,4,0,0,0,2.2,14.0
2405,J Louw,3,97,13,1,2,12.4,76.0
2406,Junaid Siddique,4,23,2,0,0,4.2,26.0
2407,YA Abdulla,13,335,37,14,17,42.0,252.0
2408,IE O'Brien,29,2329,322,20,79,594.1,3565.0
2409,A Symonds,99,2525,182,70,81,507.1,3043.0
2410,BJ Diamanti,2,44,5,1,0,2.2,14.0
2411,DBL Powell,50,2776,364,26,70,674.1,4045.0
2412,RO Hinds,5,475,36,7,8,101.4,610.0
2413,BP Nash,10,256,27,1,2,72.4,436.0
2414,RR Sarwan,17,341,22,8,12,60.1,361.0
2415,LS Baker,12,575,72,5,15,114.2,686.0
2416,DS Smith,3,19,1,0,0,3.1,19.0
2417,JAR Blain,13,391,51,3,21,82.0,492.0
2418,JD Nel,12,332,36,6,9,60.2,362.0
2419,GI Maiden,1,14,1,1,1,0.2,2.0
2420,RR Watson,7,143,6,6,6,25.4,154.0
2421,SKW Kelly,4,76,7,1,2,14.2,86.0
2422,RDM Leverock,13,458,26,13,13,101.5,611.0
2423,IH Romaine,5,89,7,1,1,11.4,70.0
2424,OL Pitcher,3,44,2,0,1,10.2,62.0
2425,R Dhar,3,69,8,2,1,9.0,54.0
2426,PG Raut,1,17,1,0,0,0.3,3.0
2427,P Roy,4,79,10,0,4,11.5,71.0
2428,KL Pulford,1,17,0,0,1,0.4,4.0
2429,NJ Shaw,4,98,11,0,4,25.1,151.0
2430,SJ Andrews,3,56,10,0,1,9.0,54.0
