,Batsmen,Matches,Runs,4,6,Wickets,Balls,50,100,0,High_Score
2726,MVT Fernando,1,0,0,0,1,4,0,0,1,0
2727,MA Aponso,5,6,0,0,1,11,0,0,1,2
2728,D Bau,8,190,17,1,5,299,1,0,1,80
2729,Mohammed Qasim,7,127,12,0,6,225,0,0,0,41
2730,Adnan Mufti,6,96,3,0,3,171,0,0,0,43
2731,Imran Haider,4,20,0,0,1,34,0,0,1,13
2732,EMDY Munaweera,9,142,17,3,8,108,0,0,0,44
2733,JRMVB Sanjaya,2,11,2,0,2,4,0,0,0,6
2734,S Khalifa,8,61,9,1,8,117,0,0,2,15
2735,HH Abdallah,10,164,7,1,10,407,1,0,2,69
2736,KN Mussa,5,106,7,5,5,111,1,0,0,58
2737,SJ Ally,4,46,0,0,3,107,0,0,1,20
2738,HA Chohan,5,44,2,2,3,43,0,0,0,13
2739,AM Kimote,7,22,2,0,4,53,0,0,0,7
2740,O Olaleye,3,31,2,0,3,110,0,0,0,18
2741,Muhammad Hashim,3,6,0,0,3,18,0,0,0,2
2742,SK Awiah,6,93,8,1,4,215,0,0,0,41
2743,PK Ananya,4,13,0,0,4,19,0,0,2,9
2744,JO Adotei,1,1,0,0,1,13,0,0,0,1
2745,J Bangura,5,25,1,0,4,135,0,0,1,11
2746,G Ngegba,5,107,5,2,5,235,0,0,0,42
2747,J Brewah,3,21,2,0,3,95,0,0,0,14
2748,I Kamara,5,66,3,1,5,179,0,0,2,29
2749,E Kamara,4,36,0,1,4,89,0,0,0,13
2750,O Compagnie-Coker,3,14,1,0,3,36,0,0,0,7
2751,L Lamin,5,24,2,1,5,39,0,0,2,19
2752,Mohamed Khan,5,70,10,1,5,69,0,0,0,26
2753,A Gbla,5,20,0,0,2,41,0,0,2,12
2754,I Komba,5,32,1,0,2,80,0,0,1,17
2755,M Mansaray,4,33,0,0,4,101,0,0,1,22
2756,M Mvula,4,4,0,0,4,46,0,0,1,2
2757,A Nsensha,5,54,3,0,4,169,0,0,1,34
2758,J Chinunga,5,53,5,0,5,147,0,0,0,20
2759,I Mwaba,5,58,2,0,4,146,0,0,1,38
2760,SA Patel,5,20,2,0,4,34,0,0,2,13
2761,Javid Patel,5,69,3,5,5,78,1,0,2,52
2762,J Zimba,4,100,6,3,3,147,0,0,0,41
2763,G Kandela,5,80,10,2,4,95,0,0,0,23
2764,T Nyirongo,4,35,3,0,2,56,0,0,0,16
2765,Gladson Kandela,4,50,1,0,3,94,0,0,0,27
2766,U Friday,1,0,0,0,1,9,0,0,1,0
2767,A Mene-Ejegi,3,25,3,0,1,32,0,0,0,19
2768,MK Anafie,4,27,2,1,4,56,0,0,1,15
2769,A Mukund,8,246,23,1,8,573,2,0,1,62
2770,AB Dinda,23,69,4,0,15,101,0,0,8,19
2771,Subashis Roy,4,1,0,0,1,49,0,0,3,1
2772,Y Jalloh,3,7,0,0,3,36,0,0,2,7
2773,B Williams,2,3,0,0,2,10,0,0,1,3
2774,K Omala,2,10,0,0,2,34,0,0,0,6
2775,AA Premji,1,6,1,0,0,18,0,0,0,6
2776,AD Kamania,1,1,0,0,0,1,0,0,0,1
2777,A Flintoff,62,1457,150,21,51,1966,8,0,7,78
2778,RM Duffield,1,1,0,0,1,2,0,0,0,1
2779,LA Doran,3,6,1,0,2,5,0,0,0,4
2780,NP Winter,1,0,0,0,1,6,0,0,1,0
2781,AR Keath,2,10,0,0,2,9,0,0,0,6
2782,AC McDermott,1,0,0,0,1,4,0,0,1,0
2783,JK Reed,1,8,0,1,0,3,0,0,0,8
2784,AR Beadle,1,7,0,0,1,6,0,0,0,7
2785,NM Hauritz,45,741,72,9,26,1144,3,0,1,83
2786,M Muralitharan,65,364,36,11,40,398,0,0,15,35
2787,BS Dean,1,3,0,0,1,5,0,0,0,3
2788,LA Pomersbach,33,770,78,27,24,602,4,1,1,112
2789,C Kieswetter,71,1703,163,61,64,1718,8,1,6,107
2790,PJ Hughes,57,2534,310,18,52,4070,19,7,2,275
2791,MG Gale,2,4,0,0,0,10,0,0,1,4
2792,CJM Sabburg,2,35,0,0,1,47,0,0,0,19
2793,GD Putland,2,1,0,0,0,4,0,0,1,1
2794,CT Tremlett,18,113,10,2,11,251,0,0,3,24
2795,AD Mascarenhas,39,472,25,20,29,452,1,0,7,52
2796,TP Doropoulos,3,12,2,0,2,14,0,0,2,12
2797,JD Smith,1,5,0,0,1,8,0,0,0,5
2798,SB Styris,106,2867,227,52,87,3225,17,1,3,111
2799,LW Feldman,1,12,0,1,0,10,0,0,0,12
2800,MJ Prior,131,4834,556,25,108,7196,33,8,9,192
2801,SJC Keen,4,42,2,2,4,38,0,0,0,15
2802,DJ Pattinson,3,29,4,0,3,53,0,0,0,21
2803,BE Young,2,12,0,0,1,15,0,0,0,9
2804,Imran Nazir,39,943,118,34,36,813,5,1,3,160
2805,SI Galagedara,5,48,7,0,5,82,0,0,0,15
2806,SK Dolawatte,6,34,1,0,5,104,0,0,0,15
2807,HMD Rasangika,15,307,38,0,14,485,2,0,2,84
2808,CR Seneviratna,14,144,12,0,9,253,0,0,2,40
2809,SA Fritz,13,70,10,0,11,102,0,0,5,17
2810,SM Benade,4,34,2,2,4,37,0,0,0,24
2811,FL Mackay,13,213,27,0,12,249,1,0,1,51
2812,NJ Browne,16,224,19,3,11,230,1,0,1,63
2813,EC Perry,13,80,8,0,9,97,0,0,2,26
2814,SEA Ruck,5,14,0,0,1,27,0,0,1,6
2815,A Brindle,39,889,77,1,28,1215,4,1,1,107
2816,Batool Fatima,9,45,4,0,5,57,0,0,0,14
2817,A Sharma,15,186,15,3,12,253,0,0,2,42
2818,N Niranjana,12,87,11,0,11,164,0,0,1,27
2819,S Naik,13,115,9,1,10,129,0,0,2,25
2820,S Sharma,6,16,1,0,6,33,0,0,0,4
2821,A Das,7,8,0,0,4,22,0,0,1,2
2822,LC Sthalekar,14,249,22,0,12,280,0,0,2,41
2823,AL Hodgkinson,6,163,15,0,6,229,1,0,0,71
2824,Y van der Westhuizen,4,30,3,0,3,45,0,0,0,20
2825,S Loubser,11,99,4,2,6,131,0,0,2,37
2826,JB Nero,13,161,18,1,11,236,0,0,4,31
2827,JM Fields,15,364,36,0,11,524,2,0,0,84
2828,LK Ebsary,4,57,6,1,1,42,0,0,0,24
2829,R Malhotra,9,152,7,0,6,235,0,0,0,38
2830,LR Doolan,8,71,7,0,7,86,0,0,0,30
2831,JL Hunter,2,19,1,0,0,36,0,0,0,16
2832,HL Colvin,6,37,6,0,3,33,0,0,1,16
2833,AB Barath,34,1116,145,9,31,2058,6,3,2,119
2834,KA Edwards,33,1317,134,19,28,2524,10,4,3,207
2835,AJ Strauss,142,6653,768,25,135,11373,47,16,8,231
2836,GP Swann,114,1949,237,24,81,2314,8,0,8,87
2837,S Shillingford,16,266,30,9,11,612,1,0,0,67
2838,AB Fudadin,3,122,15,0,2,376,1,0,0,62
2839,N Deonarine,43,1134,112,11,35,2139,9,0,3,100
2840,GC Smith,235,10278,1212,74,216,13886,73,27,11,234
2841,LL Tsotsobe,25,79,9,1,11,166,0,0,8,16
2842,JL Ontong,14,244,16,11,13,208,0,0,1,48
2843,Nazimuddin,21,450,48,14,20,706,2,1,2,109
2844,Jahurul Islam,21,604,62,7,19,1228,5,0,2,81
2845,SR Tendulkar,236,11353,1383,100,206,15387,85,29,9,267
2846,Aizaz Cheema,10,27,2,0,1,70,0,0,3,9
2847,CS Baugh,44,797,76,7,34,1393,1,0,1,70
2848,R Dravid,191,7589,891,48,167,12479,54,14,8,215
2849,VVS Laxman,68,3703,428,6,49,6971,31,10,5,259
2850,PP Ojha,51,161,10,1,19,639,0,0,16,20
2851,DP Hyatt,14,176,12,10,11,232,0,0,1,39
2852,A Martin,5,10,0,0,1,28,0,0,1,4
2853,A Mithun,13,205,22,5,12,319,0,0,2,46
2854,Imran Farhat,57,1854,224,9,56,3261,14,2,2,178
2855,Naeem Islam,63,1390,131,23,47,2359,7,1,4,134
2856,Alok Kapali,26,385,31,7,22,535,1,1,4,115
2857,Farhad Reza,33,381,37,8,25,586,0,0,3,41
2858,Shahriar Nafees,61,1704,247,3,59,2652,11,2,8,123
2859,Elias Sunny,10,46,5,1,6,151,0,0,4,22
2860,Mohammad Ashraful,131,3105,347,24,119,4788,21,4,7,212
2861,Adnan Akmal,24,653,76,0,16,1410,4,0,0,82
2862,Nazmul Hossain,8,16,0,1,2,50,0,0,3,8
2863,Robiul Islam,10,99,13,3,7,193,0,0,4,33
2864,NE Bonner,2,27,2,0,2,36,0,0,0,24
2865,GE Mathurin,2,4,0,0,0,5,0,0,0,3
2866,G Sultana,8,67,4,0,3,168,0,0,0,22
2867,AR White,32,404,30,2,29,572,0,0,2,40
2868,DT Johnston,48,622,45,19,33,640,1,0,3,62
2869,DO Obuya,24,306,25,2,23,550,1,0,4,51
2870,DI Allan,9,54,5,0,9,114,0,0,0,18
2871,T Mishra,27,601,48,8,24,779,4,0,3,72
2872,RG Aga,18,283,30,3,14,246,2,0,1,86
2873,HA Varaiya,17,84,4,0,9,179,0,0,1,18
2874,NG Jones,6,49,1,2,4,46,0,0,1,14
2875,RD McCann,3,24,1,0,3,56,0,0,0,17
2876,Zakiullah Zaki,1,3,0,0,0,23,0,0,0,3
2877,TN de Grooth,18,209,19,1,13,272,0,0,0,49
2878,Raza-ur-Rehman,13,244,30,1,10,285,2,0,2,88
2879,HS Baidwan,22,176,15,1,16,222,0,0,4,33
2880,RA Bhatti,4,25,1,0,3,38,0,0,1,11
2881,H Osinde,12,39,1,2,7,55,0,0,3,17
2882,Zahid Hussain,4,12,1,0,1,38,0,0,0,7
2883,DF Watts,15,344,33,4,14,506,3,0,3,58
2884,R Flannigan,3,33,3,0,2,28,0,0,1,18
2885,TG Gordon,7,55,5,0,7,88,0,0,0,23
2886,Shabir Noori,2,24,2,0,2,43,0,0,0,15
2887,JH Stander,7,59,1,4,6,68,0,0,2,22
2888,S Badrinath,74,1626,171,28,54,1578,12,0,6,71
2889,DB Das,22,304,23,16,12,256,0,0,1,35
2890,LR Shukla,33,405,33,16,27,331,0,0,3,48
2891,SC Ganguly,97,3261,338,67,87,4273,24,2,6,129
2892,M Kartik,18,151,11,2,10,153,0,0,2,21
2893,AL Menaria,23,401,24,18,21,345,0,0,1,40
2894,KK Cooper,12,116,9,8,9,61,0,0,1,32
2895,AC Gilchrist,155,4486,532,148,146,3786,30,6,12,149
2896,PC Valthaty,23,505,61,20,22,411,3,1,1,120
2897,AM Nayar,51,672,55,20,37,557,0,0,5,45
2898,Harmeet Singh,4,18,3,0,2,11,0,0,1,14
2899,Y Venugopal Rao,55,1067,82,37,44,952,4,0,3,71
2900,Y Nagar,20,285,20,9,14,258,0,0,3,44
2901,B Chipli,21,280,28,7,15,240,1,0,0,61
2902,MS Gony,15,99,6,8,9,68,0,0,4,42
2903,DB Ravi Teja,25,375,35,9,19,306,1,0,1,60
2904,R Sharma,20,67,5,3,12,71,0,0,10,14
2905,TL Suman,39,676,55,26,30,560,2,0,3,78
2906,AA Chavan,3,12,2,0,1,10,0,0,0,7
2907,A Singh,5,2,0,0,4,7,0,0,3,1
2908,SK Trivedi,14,42,3,1,8,54,0,0,3,9
2909,RR Bhatkal,1,0,0,0,1,1,0,0,1,0
2910,M Manhas,38,514,43,10,23,466,0,0,6,42
2911,P Dogra,12,127,4,5,8,132,0,0,1,41
2912,BA Bhatt,2,6,0,1,0,7,0,0,1,6
2913,AA Jhunjhunwala,15,217,19,5,12,204,1,0,1,53
2914,DJ Jacobs,7,92,10,4,7,94,0,0,1,32
2915,RP Singh,53,224,18,3,32,427,0,0,12,30
2916,M Kaif,40,510,40,6,29,661,2,0,4,62
2917,DH Yagnik,17,170,23,2,9,133,0,0,1,34
2918,N Saini,10,140,16,0,10,132,0,0,0,50
2919,V Pratap Singh,1,0,0,0,1,1,0,0,1,0
2920,BB Samantray,8,125,13,2,5,112,1,0,1,55
2921,AUK Pathan,7,39,5,2,5,22,0,0,2,14
2922,J Syed Mohammad,5,29,4,0,2,25,0,0,0,13
2923,AP Majumdar,4,87,7,2,4,73,0,0,0,31
2924,S Anirudha,12,136,9,7,8,114,1,0,2,64
2925,SD Chitnis,8,99,10,2,7,85,0,0,0,38
2926,PA Reddy,10,164,15,2,10,157,0,0,0,42
2927,MD Mishra,17,237,24,8,15,199,0,0,1,41
2928,K Upadhyay,2,12,0,1,0,9,0,0,0,11
2929,P Awana,5,5,0,0,3,13,0,0,3,4
2930,A Chandila,2,4,0,0,1,7,0,0,1,4
2931,Harpreet Singh,3,20,0,0,2,24,0,0,0,13
2932,AG Murtaza,3,10,1,0,1,13,0,0,0,5
2933,P Parameswaran,2,1,0,0,0,3,0,0,1,1
2934,Sunny Gupta,1,0,0,0,1,1,0,0,1,0
2935,RJ Nicol,42,941,88,24,40,1183,6,2,4,146
2936,JDP Oram,100,2338,192,81,82,2641,15,3,6,129
2937,DR Flynn,36,1007,124,6,33,2256,7,0,3,73
2938,AM Ellis,17,179,11,3,13,197,0,0,1,33
2939,TS Nethula,3,12,1,0,2,10,0,0,1,9
2940,DC Thomas,19,238,19,2,18,361,0,0,3,37
2941,CFK van Wyk,9,341,41,0,8,678,1,1,1,102
2942,CS Martin,35,78,8,0,16,320,0,0,14,12
2943,KS Lokuarachchi,7,103,6,3,7,98,1,0,2,69
2944,Shakeel Ansar,1,0,0,0,1,1,0,0,1,0
2945,NT Paranavitana,31,1792,206,5,26,4230,14,6,0,134
2946,TT Samaraweera,68,3851,448,6,47,7085,30,13,5,255
2947,Mohammad Ayub,1,47,4,0,1,166,0,0,0,47
2948,MS Panesar,31,119,9,0,24,407,0,0,7,16
2949,SE Rowe,5,63,3,3,1,51,0,0,0,29
2950,PG Fulton,71,2046,192,38,65,3766,10,2,4,246
2951,BP Martin,5,74,14,0,4,137,0,0,0,41
2952,SC Kerrigan,1,1,0,0,0,12,0,0,0,1
2953,TGJ Gruijters,6,52,3,1,3,61,0,0,0,21
2954,Junaid Siddique,68,1952,218,14,66,3531,14,3,6,132
2955,RM Hira,3,37,4,1,2,32,0,0,0,20
2956,H Davids,11,169,18,4,11,153,2,0,2,68
2957,Tanvir Ahmed (1),6,188,27,2,4,277,2,0,0,61
2958,IG Butler,12,83,6,2,8,128,0,0,2,25
2959,RR Sarwan,114,4402,411,37,98,6685,32,8,5,291
2960,M Arora,4,139,19,0,3,184,1,0,1,74
2961,Shoaib Razzak,1,10,1,0,1,17,0,0,0,10
2962,CR Pedersen,11,223,23,1,8,340,0,0,0,48
2963,A Lambert,5,137,15,1,5,206,1,0,1,51
2964,HS Hansen,2,12,2,0,1,15,0,0,0,6
2965,AB Chawla,4,34,7,0,3,35,0,0,0,14
2966,L Slebsager,5,9,1,0,2,18,0,0,1,5
2967,IJ Kikasi,5,62,6,1,5,121,0,0,0,33
2968,B Mwita,6,99,10,3,6,101,1,0,2,60
2969,B Narender Reddy,2,23,1,0,2,60,0,0,1,23
2970,PVSS Raja,1,4,0,0,1,5,0,0,0,4
2971,R Madhavan,2,13,0,0,2,65,0,0,0,11
2972,Aditya Mishra,3,21,2,1,3,25,0,0,1,15
2973,OM Baker,7,114,12,1,6,169,0,0,2,40
2974,ZR Jaboneke,3,12,2,0,1,10,0,0,1,7
2975,Nik Arifin,1,0,0,0,1,1,0,0,1,0
2976,SAN Anjum,1,2,0,0,0,6,0,0,0,2
2977,BK Das,3,28,1,2,3,21,0,0,0,15
2978,S Regmi,3,19,2,0,2,20,0,0,0,14
2979,RG Corns,2,36,2,1,2,41,0,0,0,24
2980,P Baskota,2,26,3,1,1,30,0,0,0,19
2981,Taha Ahmed,6,59,3,2,5,69,0,0,1,19
2982,Azurdeen Mohammed,1,10,0,1,1,17,0,0,0,10
2983,KF Bakiweyem,2,12,1,0,2,28,0,0,0,7
2984,O Harvey,2,84,8,3,1,140,1,0,0,51
2985,A Kind-David,2,9,0,1,2,14,0,0,1,9
2986,D Smith,1,9,0,0,1,44,0,0,0,9
2987,L Natapei,2,41,4,1,2,79,0,0,1,41
2988,J Shearer,2,14,2,0,2,18,0,0,0,11
2989,NA Miyaji,2,34,3,0,2,132,0,0,0,28
2990,A Patmore,2,192,21,2,2,273,2,1,0,101
2991,D Mee,2,0,0,0,2,5,0,0,2,0
2992,M Kobayashi,3,80,12,0,2,116,0,0,0,47
2993,M Hanif Khan,1,10,2,0,1,8,0,0,0,10
2994,K Ogawa,1,16,1,1,1,10,0,0,0,16
2995,T Chino,2,1,0,0,1,8,0,0,1,1
2996,T Hagihara,2,9,1,0,0,10,0,0,0,6
2997,B Luitel,1,13,2,0,0,23,0,0,0,13
2998,T Dorji,1,1,0,0,1,5,0,0,0,1
2999,B Wakhley,2,5,0,0,2,19,0,0,0,3
3000,D Dorji,2,15,1,1,1,12,0,0,0,13
3001,DK Subba,2,5,1,0,1,14,0,0,0,4
3002,S Cotter,2,32,5,0,2,39,0,0,0,26
3003,G Clarke,2,31,2,0,1,96,0,0,0,22
3004,BF Mailata,2,31,3,1,2,57,0,0,0,30
3005,DE Burgess,2,25,1,0,1,79,0,0,0,19
3006,T Kaisala,2,51,3,5,2,46,0,0,0,49
3007,F Mulivai,2,22,1,2,1,11,0,0,0,11
3008,M Shahbaz Butt,1,8,2,0,1,15,0,0,0,8
3009,Shahid Ahmed,1,11,2,0,1,10,0,0,0,11
3010,Ali Saleem,1,89,13,2,1,87,1,0,0,89
3011,UH Sahi,1,35,5,1,0,23,0,0,0,35
3012,Babar Shahzad,1,9,0,1,0,3,0,0,0,9
3013,IC West,1,0,0,0,1,10,0,0,1,0
3014,ML Su'a,1,6,1,0,1,12,0,0,0,6
3015,T Alatasi,1,6,0,0,1,18,0,0,0,6
3016,W Mariner,1,10,2,0,1,17,0,0,0,10
3017,N Vaasili,1,1,0,0,0,5,0,0,0,1
3018,F Uegaki,1,3,0,0,1,14,0,0,0,3
3019,N Miyaji,1,5,0,0,1,7,0,0,0,5
3020,M Taniyama,2,7,0,0,2,13,0,0,1,7
3021,S Nakano,1,0,0,0,1,1,0,0,1,0
3022,N Shah,1,20,3,0,1,65,0,0,0,20
3023,Sheikh Muhammad,1,24,2,0,1,59,0,0,0,24
3024,S Muhammad,1,22,3,1,1,32,0,0,0,22
3025,JM Farmiloe,1,1,0,0,1,5,0,0,0,1
3026,A Iqbal,1,10,1,0,1,23,0,0,0,10
3027,M Krishnamoorthy,1,0,0,0,1,4,0,0,1,0
3028,S Newport,1,7,1,0,1,16,0,0,0,7
3029,A Rehman,1,20,2,1,1,29,0,0,0,20
3030,S Mehta,1,27,4,0,1,35,0,0,0,27
3031,W Shafiq,1,8,1,0,1,17,0,0,0,8
3032,F Khaliq,1,5,0,0,0,11,0,0,0,5
3033,MJ Avok,1,6,1,0,0,5,0,0,0,6
3034,K Tari,1,2,0,0,0,2,0,0,0,2
3035,LJ Poulton,8,159,22,0,7,188,0,0,0,39
3036,SA Millanta,2,15,3,0,0,19,0,0,1,15
3037,RH Candy,3,10,0,0,1,14,0,0,1,6
3038,Tazia Akhter,2,3,0,0,2,10,0,0,1,3
3039,Lily Rani Biswas,1,0,0,0,1,1,0,0,1,0
3040,Mariam Hasan,2,9,0,0,2,10,0,0,0,8
3041,Shukhtara Rahman,1,16,1,0,0,19,0,0,0,16
3042,C Brits,6,143,13,1,5,187,1,0,1,60
3043,TS Cordes,1,0,0,0,1,11,0,0,1,0
3044,Y Potgieter,1,5,1,0,0,7,0,0,0,5
3045,Usman Limbada,8,182,18,1,5,238,0,0,0,50
3046,MS Aulakh,1,0,0,0,1,1,0,0,1,0
3047,MM Iqbal,7,79,7,0,6,142,0,0,0,31
3048,D Murphy,7,44,1,0,4,61,0,0,1,20
3049,NM Carter,4,7,0,0,4,21,0,0,1,3
3050,DLS van Bunge,17,234,15,8,14,336,1,0,2,52
3051,SJ Elliott,2,133,15,0,1,342,1,1,0,114
3052,TMK Mawoyo,18,673,81,0,16,1805,7,1,1,175
3053,CD Barnwell,6,78,4,4,4,62,0,0,1,34
3054,RW Price,46,319,29,5,37,530,0,0,8,46
3055,KV Jain,7,74,6,0,6,148,1,0,2,56
3056,MC Juneja,7,125,11,1,7,127,0,0,0,49
3057,KB Arun Karthik,8,51,4,1,5,48,0,0,1,19
3058,R Shukla,4,19,2,0,1,21,0,0,0,14
3059,S Sreesanth,49,212,28,1,26,451,0,0,14,29
3060,AB Agarkar,39,303,20,5,26,377,0,0,2,39
3061,L Balaji,14,43,3,1,8,53,0,0,5,15
3062,IC Pandey,1,0,0,0,1,1,0,0,1,0
3063,X Thalaivan Sargunam,1,10,0,0,1,16,0,0,0,10
3064,S Narwal,4,37,6,0,3,27,0,0,1,23
3065,UA Birla,1,7,1,0,1,14,0,0,0,7
3066,M Rawat,11,55,4,1,5,65,0,0,1,23
3067,RV Gomez,9,50,5,1,6,49,0,0,3,26
3068,JNK Shannon,4,11,1,0,4,20,0,0,1,7
3069,JW Ogle-Thomas,3,16,1,0,3,25,0,0,0,9
3070,KO Meth,9,127,12,2,7,219,1,0,2,52
3071,Enamul Haque jnr,7,39,5,0,4,130,0,0,1,13
3072,Sajedul Islam,3,18,2,0,3,41,0,0,0,9
3073,NE Farrant,1,1,0,0,0,1,0,0,0,1
3074,RA Marshall,3,136,14,6,2,99,1,1,0,122
3075,BS Bartley,6,50,3,1,6,54,0,0,1,15
3076,NC McGarrell,3,66,6,2,1,70,0,0,0,23
3077,CRM Douglas,5,48,5,0,5,77,0,0,1,21
3078,SD Outerbridge,13,165,15,1,12,300,0,0,3,42
3079,DL Hemp,22,547,61,5,18,744,5,0,3,76
3080,Jason Anderson,2,38,4,2,1,57,0,0,0,29
3081,T Gibbons,3,34,5,0,3,64,0,0,1,33
3082,RJ Robinson,5,44,6,1,4,38,0,0,1,22
3083,Ghazanfar Iqbal,1,0,0,0,1,1,0,0,1,0
3084,A Ramesh,3,22,3,0,3,73,0,0,0,11
3085,HJ Mehta,1,11,0,0,1,19,0,0,0,11
3086,HP Patrizi,4,57,1,4,3,79,0,0,1,49
3087,PA Petricola,14,342,25,6,14,447,2,0,2,89
3088,DSF Arsakulasuriya,5,32,4,1,2,23,0,0,0,15
3089,M Ndiko,1,7,1,0,1,14,0,0,0,7
3090,B Musoke,2,1,0,0,2,21,0,0,1,1
3091,RG Okia,8,137,5,8,5,174,0,0,0,33
3092,MGDCK Fernando,3,21,3,0,3,29,0,0,0,11
3093,E Schiferli,5,20,2,0,3,39,0,0,0,5
3094,NO Miller,31,307,24,4,17,411,1,0,5,51
3095,MEMO Scott-Hayward,12,73,5,0,8,81,0,0,3,16
3096,S Sivanantham,2,46,5,0,2,71,0,0,0,32
3097,D Shabbir,2,59,5,0,1,77,0,0,0,36
3098,MJ Turik,2,10,0,0,2,15,0,0,0,8
3099,J Bartholemew,2,6,1,0,2,8,0,0,0,4
3100,J White,1,1,0,0,1,4,0,0,0,1
3101,V Vithanage,1,4,1,0,1,3,0,0,0,4
3102,K Coulter,2,6,0,0,1,19,0,0,0,3
3103,S Tittlemier,2,14,1,0,1,19,0,0,0,10
3104,E Yamaguchi,2,2,0,0,2,6,0,0,0,1
3105,M Takada,2,5,1,0,0,11,0,0,1,5
3106,N Konchan,1,3,0,0,1,6,0,0,0,3
3107,HW Rambaldo,4,148,9,0,3,191,2,0,0,58
3108,T van der Gun,2,31,3,0,2,23,0,0,0,20
3109,DM Braat,4,34,1,0,3,60,0,0,0,12
3110,LN McCarthy,11,30,1,0,7,67,0,0,2,7
3111,A Suda,1,0,0,0,1,1,0,0,1,0
3112,A Burdett,1,0,0,0,1,1,0,0,1,0
3113,MT Chinouya,4,7,1,0,2,40,0,0,2,6
3114,RA Rolfe,1,0,0,0,1,2,0,0,1,0
3115,Asad Ali,2,13,0,1,2,14,0,0,0,11
3116,S Matsikenyeri,53,993,87,12,49,1266,5,0,3,86
3117,T Mupariwa,16,71,7,1,13,163,0,0,7,20
3118,Kamran Shazad,4,21,1,2,4,19,0,0,3,21
3119,HS Almuzahim,6,93,10,2,5,101,0,0,0,45
3120,Mohammad Azam,9,183,16,4,9,203,1,0,1,51
3121,Pawan Kumar,1,0,0,0,1,1,0,0,1,0
3122,CJ Botma,2,6,0,0,2,15,0,0,1,6
3123,KL Tucker,4,16,1,1,2,14,0,0,2,12
3124,G Goudie,3,9,1,0,3,8,0,0,0,7
3125,SO Tikolo,37,782,96,9,31,864,3,0,5,89
3126,TM Odoyo,33,643,49,18,28,836,4,1,4,111
3127,GO Jones,19,414,33,11,16,380,2,0,1,55
3128,CN Kent,6,63,4,2,6,53,0,0,0,24
3129,Mohammad Shafiq,8,87,5,0,5,88,0,0,1,25
3130,A Bagai,27,835,80,2,24,1145,6,0,1,87
3131,Munir Dar,9,115,11,4,8,93,0,0,0,36
3132,EHSN Silva,7,39,1,0,3,52,0,0,0,13
3133,JR Hansen,1,1,0,0,1,2,0,0,0,1
3134,D Daesrath,5,73,3,3,4,98,0,0,1,31
3135,T Verwey,1,1,0,0,1,1,0,0,0,1
3136,CR Amini,3,19,0,0,1,21,0,0,0,11
3137,K Kamyuka,2,4,0,0,2,3,0,0,0,2
3138,A Ziraba,1,0,0,0,1,2,0,0,1,0
3139,Imran Awan,1,1,0,0,1,2,0,0,0,1
3140,AS Dean,2,1,0,0,1,2,0,0,1,1
3141,KRS Hansen,1,0,0,0,1,1,0,0,1,0
3142,Asim Khurshid,2,17,0,0,2,23,0,0,1,17
3143,S Groenewald,1,0,0,0,1,1,0,0,1,0
3144,JK Mukhiya,1,6,1,0,0,4,0,0,0,6
3145,EJ Richardson,1,12,2,0,1,17,0,0,0,12
3146,AJ Redmond,19,505,72,4,18,857,3,1,0,102
3147,A le Breton,3,27,3,0,2,28,0,0,0,14
3148,Shathira Jakir,1,0,0,0,1,1,0,0,1,0
3149,Sultana Yesmin,1,0,0,0,1,1,0,0,1,0
3150,HK Bennett,6,14,0,0,3,62,0,0,2,4
3151,SD Robson,7,336,42,1,7,745,2,1,0,151
3152,Pankaj Singh,8,20,2,0,4,31,0,0,2,10
3153,SDNS Karunaratne,3,22,3,0,2,23,0,0,0,13
3154,RS Vandort,3,2,0,0,1,8,0,0,1,1
3155,Marshall Ayub,3,125,13,1,3,286,1,0,0,56
3156,Najeeb Amar,3,36,5,0,2,49,0,0,0,21
3157,V Shetty,3,18,1,0,2,28,0,0,0,10
3158,JM Dibble,1,0,0,0,1,1,0,0,1,0
3159,Soniya Dabir,4,27,2,0,3,24,0,0,0,9
3160,ELC Flanagan,3,26,3,0,3,38,0,0,0,12
3161,L Kumari,1,2,0,0,1,9,0,0,0,2
3162,SK Naidu,2,11,0,0,2,28,0,0,1,11
3163,K McKenna,2,8,0,0,1,24,0,0,1,8
3164,Shohely Akhter,1,3,0,0,1,4,0,0,0,3
3165,Zeeshan Siddiqi,1,7,1,0,1,20,0,0,0,7
3166,TC Bastiampillai,5,89,11,2,4,158,0,0,0,49
3167,Khurram Chohan,11,87,6,2,7,145,0,0,0,22
3168,LR Johnson,12,422,57,2,12,884,4,1,2,107
3169,KK Peters,1,0,0,0,0,3,0,0,1,0
3170,SB Odedra,1,2,0,0,1,33,0,0,0,2
3171,Fikri Rosdi,2,50,5,0,2,103,0,0,0,27
3172,AE Hall,3,8,1,0,3,20,0,0,1,6
3173,RN Roach,4,52,6,0,4,158,0,0,0,22
3174,Ronald Ebanks,4,67,10,0,4,94,0,0,0,28
3175,N Sellars,2,2,0,0,0,4,0,0,0,1
3176,IR Rotsey,2,2,0,0,2,14,0,0,1,2
3177,E Ofem,1,90,13,1,1,99,1,0,0,90
3178,EA Okwudili,2,12,0,0,1,32,0,0,0,7
3179,Ricky Sharma,2,0,0,0,2,10,0,0,2,0
3180,HG Mohammed,1,2,0,0,1,3,0,0,0,2
